timestamp_utc,latitude,longitude,altitude_km
2026-06-03 11:23:57,-8.135816453420077,-14.630879084908438,793.488739324887
2026-06-03 11:24:57,-11.688802253430115,-15.430033104591153,794.371626757159
2026-06-03 11:25:57,-15.239145553938869,-16.24322468977217,795.3759154120702
2026-06-03 11:26:57,-18.786176773686215,-17.075467801221617,796.4915927547363
2026-06-03 11:27:57,-22.32920267095225,-17.93241449077234,797.7068083829336
2026-06-03 11:28:57,-25.8674928513471,-18.820588786077078,799.0080459840555
2026-06-03 11:29:57,-29.400260526411518,-19.74768860809377,800.3803217497749
2026-06-03 11:30:57,-32.92663505734367,-20.722986535671826,801.8074056624876
2026-06-03 11:31:57,-36.445622645018574,-21.757875131417123,803.2720617337009
2026-06-03 11:32:57,-39.95604962106306,-22.866626459689076,804.7563030360462
2026-06-03 11:33:57,-43.45647963052048,-24.067474609956,806.2416572270881
2026-06-03 11:34:57,-46.945090608330425,-25.38419579862649,807.709438210839
2026-06-03 11:35:57,-50.419487999229005,-26.848474020208663,809.1410196163234
2026-06-03 11:36:57,-53.87641351998198,-28.503541638683462,810.5181058818436
2026-06-03 11:37:57,-57.31127644620815,-30.409953519191415,811.8229969096187
2026-06-03 11:38:57,-60.71737090566236,-32.655052147723794,813.0388424863719
2026-06-03 11:39:57,-64.08451205213133,-35.369043795883954,814.1498829402323
2026-06-03 11:40:57,-67.39654216889403,-38.75331487922028,815.1416728119561
2026-06-03 11:41:57,-70.6265213869878,-43.13193677494559,816.0012846486148
2026-06-03 11:42:57,-73.72693917707106,-49.046531858967825,816.717490372516
2026-06-03 11:43:57,-76.60896847100858,-57.42106854596296,817.2809180289081
2026-06-03 11:44:57,-79.09944231536522,-69.75561117296442,817.6841820684821
2026-06-03 11:45:57,-80.87326650506195,-87.80079687467847,817.9219856705897
2026-06-03 11:46:57,-81.47171561638902,-110.98513886465362,817.9911939581862
2026-06-03 11:47:57,-80.66612139914164,-133.6373062558942,817.8908772957087
2026-06-03 11:48:57,-78.75403307919224,-150.73514225465186,817.6223241965112
2026-06-03 11:49:57,-76.18703428637828,-162.34240197430262,817.1890236990959
2026-06-03 11:50:57,-73.26309330934414,-170.25857432060448,816.5966174026333
2026-06-03 11:51:57,-70.13841956497332,-175.88984008132624,815.8528216853945
2026-06-03 11:52:57,-66.89343506429037,179.91211379498657,814.9673209657934
2026-06-03 11:53:57,-63.571527900685176,176.6476945699491,813.9516332066316
2026-06-03 11:54:57,-60.197521454898485,174.01639478834775,812.8189492094798
2026-06-03 11:55:57,-56.78642448298983,171.83032078202297,811.583947596594
2026-06-03 11:56:57,-53.347764535154276,169.9672744478261,810.2625877304561
2026-06-03 11:57:57,-49.8878539593386,168.34484895249273,808.8718831716741
2026-06-03 11:58:57,-46.411038746083534,166.90564098474576,807.4296586189952
2026-06-03 11:59:57,-42.92042020239437,165.60849565945333,805.9542936027083
2026-06-03 12:00:57,-39.41828972233129,164.42313749989162,804.4644565065164
2026-06-03 12:01:57,-35.906400337798225,163.32676897532014,802.9788327616606
2026-06-03 12:02:57,-32.38614164083343,162.30185053576338,801.515851280901
2026-06-03 12:03:57,-28.858655418418007,161.33461185532587,800.0934133662972
2026-06-03 12:04:57,-25.32491372306385,160.41402807332375,798.7286284236668
2026-06-03 12:05:57,-21.785772447990443,159.53109894290333,797.437560837029
2026-06-03 12:06:57,-18.2420085184768,158.67832943852846,796.2349922909193
2026-06-03 12:07:57,-14.694345887702983,157.84934664761693,795.1342036703704
2026-06-03 12:08:57,-11.143473757897906,157.038609988443,794.1467804150009
2026-06-03 12:09:57,-7.590059356914887,156.24118567491504,793.2824448555343
2026-06-03 12:10:57,-4.0347569177251925,155.45256514090823,792.5489186216454
2026-06-03 12:11:57,-0.4782140791813183,154.66851273054817,791.9518176881704
2026-06-03 12:12:57,3.0789233393409687,153.88493146644313,791.4945820330985
2026-06-03 12:13:57,6.636007391831477,153.09773777585625,791.1784412304636
2026-06-03 12:14:57,10.192384164044276,152.30273704904593,791.0024166123864
2026-06-03 12:15:57,13.747389318172285,151.49549199360615,790.9633599250567
2026-06-03 12:16:57,17.300342244794518,150.6711749482654,791.0560276955975
2026-06-03 12:17:57,20.850537904899053,149.82439349354757,791.2731898387751
2026-06-03 12:18:57,24.3972352035417,148.94897552535352,791.6057703857917
2026-06-03 12:19:57,27.939640345453576,148.03769485891092,792.0430176275976
2026-06-03 12:20:57,31.476883000719102,147.0819104049958,792.5727004483024
2026-06-03 12:21:57,35.00798211695392,146.07107931072628,793.1813271910441
2026-06-03 12:22:57,38.53179661299583,144.99208426711093,793.8543830572294
2026-06-03 12:23:57,42.04695355192638,143.82828234722248,794.5765817945047
2026-06-03 12:24:57,45.55174194137373,142.55812808630847,795.3321272794052
2026-06-03 12:25:57,49.043952584182854,141.15313013919695,796.1049805440697
2026-06-03 12:26:57,52.520630550491795,139.57473663629904,796.8791278275686
2026-06-03 12:27:57,55.977681080880664,137.76944644172116,797.6388453420478
2026-06-03 12:28:57,59.409219833493495,135.6608852486094,798.3689566229747
2026-06-03 12:29:57,62.806457327279496,133.1365058554909,799.0550785700351
2026-06-03 12:30:57,66.15569272402865,130.0244309979798,799.6838525696928
2026-06-03 12:31:57,69.4345136171528,126.05169274995201,800.2431574115818
2026-06-03 12:32:57,72.60419070222231,120.76715059600679,800.7223010582372
2026-06-03 12:33:57,75.59369468318776,113.40215962840267,801.1121886935899
2026-06-03 12:34:57,78.26571590912444,102.66388906317916,801.4054648516698
2026-06-03 12:35:57,80.3538501103891,86.73581917012332,801.5966278089662
2026-06-03 12:36:57,81.4214198514609,64.86911055525617,801.682114806849
2026-06-03 12:37:57,81.09389359841245,41.12098232673289,801.6603570530115
2026-06-03 12:38:57,79.50095048551873,21.81974332397048,801.5318038313209
2026-06-03 12:39:57,77.10288398451553,8.48227994255411,801.2989154286147
